Number,SMILES,AW_ST_CMC/ mN/m,ref,Type_of_surfactant,DOI_1,DOI_2
267,CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],35.0,[71],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1749-8
268,CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],38.0,[71],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1749-8
269,CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],36.0,[71],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1749-8
270,C(C[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCC.[Br-].[Br-],30.4,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
271,C(CCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCC.[Br-].[Br-],32.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
272,C(CCCCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCC.[Br-].[Br-],36.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
273,C(C[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCC.[Br-].[Br-],33.1,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
274,C(CCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCC.[Br-].[Br-],41.6,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
275,C(CCCCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCC.[Br-].[Br-],45.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
276,C(C[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCC.[Br-].[Br-],44.6,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
277,C(CCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCC.[Br-].[Br-],44.8,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
278,C(CCCCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCC.[Br-].[Br-],49.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
279,C(C[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCCCC.[Br-].[Br-],47.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
280,C(CCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCCCC.[Br-].[Br-],46.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
281,C(CCCCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCCCC.[Br-].[Br-],51.1,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
282,C(C[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCCCCCC.[Br-].[Br-],46.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
283,C(CCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCCCCCC.[Br-].[Br-],48.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
284,C(CCCCC[N+](C)(C)CC(=O)NC1=CC=C(C=C1)OCCCCCCCCCCCCCCCC)[N+](C)(C)CC(=O)NC2=CC=C(C=C2)OCCCCCCCCCCCCCCCC.[Br-].[Br-],45.0,[72],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.06.008
285,C1=CC=C(C2=C1C=CC=[N+]2CCCCCCCCCC)OC(=O)CCCCCCCCCCC.[Br-],36.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
286,C1=CC=C(C2=C1C=CC=[N+]2CCCCCCCCCC)OC(=O)CCCCCCCCCCCCC.[Br-],45.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
287,C1=CC=C(C2=C1C=CC=[N+]2CCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC.[Br-],49.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
288,C1=CC=C(C2=C1C=CC=[N+]2CCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC.[Br-],47.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
289,C1=CC=C(C2=C1C=CC=[N+]2CCCCCC[N+]3=CC=CC4=C3C(=CC=C4)OC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O.[Br-].[Br-],41.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
290,C1=CC=C(C2=C1C=CC=[N+]2CCCCCC[N+]3=CC=CC4=C3C(=CC=C4)OC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O.[Br-].[Br-],43.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
291,C1=CC=C(C2=C1C=CC=[N+]2CCCCCC[N+]3=CC=CC4=C3C(=CC=C4)OC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O.[Br-].[Br-],44.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
292,C1=CC=C(C2=C1C=CC=[N+]2CCCCCC[N+]3=CC=CC4=C3C(=CC=C4)OC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O.[Br-].[Br-],46.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
293,C1=CC=C(C2=C1C=CC=[N+]2CCCCCCCCCC[N+]3=CC=CC4=C3C(=CC=C4)OC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O.[Br-].[Br-],43.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
294,C1=CC=C(C2=C1C=CC=[N+]2CCCCCCCCCC[N+]3=CC=CC4=C3C(=CC=C4)OC(CCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCC)=O.[Br-].[Br-],45.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
295,C1=CC=C(C2=C1C=CC=[N+]2CCCCCCCCCC[N+]3=CC=CC4=C3C(=CC=C4)OC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O.[Br-].[Br-],46.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
296,C1=CC=C(C2=C1C=CC=[N+]2CCCCCCCCCC[N+]3=CC=CC4=C3C(=CC=C4)OC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O.[Br-].[Br-],50.0,[73],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2012.683979
297,C(C(C(C(C(O)CO)O)O)O)(=O)NCCC[N+](CCO)(C)CCCCCCCCCC.[Br-],28.2,[74],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2014.05.042
298,C(C(C(C(C(O)CO)O)O)O)(=O)NCCC[N+](CCO)(C)CCCCCCCCCCCC.[Br-],29.6,[74],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2014.05.042
299,C(C(C(C(C(O)CO)O)O)O)(=O)NCCC[N+](CCO)(C)CCCCCCCCCCCCCC.[Br-],28.2,[74],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2014.05.042
300,CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(C[N+](CCCCCCCCCC)(C)C)=O)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],37.9,[75],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2014.06.019
301,CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(C[N+](CCCCCCCCCCCC)(C)C)=O)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],41.8,[75],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2014.06.019
302,CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(C[N+](CCCCCCCCCCCCCC)(C)C)=O)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],38.0,[75],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2014.06.019
303,CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(C[N+](CCCCCCCCCCCCCCCC)(C)C)=O)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],38.5,[75],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2014.06.019
304,N1=C([N+](CC1)(CCCCCC[N+]2(=C(NCC2)CCCCCCC)CCNCCN)CCNCCN)CCCCCCC.[Br-].[Br-],27.4,[76],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2019.1584112
305,N1=C([N+](CC1)(CCCCCC[N+]2(=C(NCC2)CCCCCCCCCCC)CCNCCN)CCNCCN)CCCCCCCCCCC.[Br-].[Br-],28.3,[76],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2019.1584112
306,N1=C([N+](CC1)(CCCCCC[N+]2(=C(NCC2)CCCCCCCCCCCCC)CCNCCN)CCNCCN)CCCCCCCCCCCCC.[Br-].[Br-],29.0,[76],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2019.1584112
307,N1=C([N+](CC1)(CCCCCC[N+]2(=C(NCC2)CCCCCCCCCCCCCCC)CCNCCN)CCNCCN)CCCCCCCCCCCCCCC.[Br-].[Br-],30.9,[76],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2019.1584112
308,C1=CC(=CC=C1C=NCCN=CC2=CC=C(C=C2)[N+](CC)(CC)CC(=O)OCCCCCCCC)[N+](CC)(CC)CC(=O)OCCCCCCCC.[Cl-].[Cl-],39.7,[77],cationic,10.1016/j.ces.2022.118208,10.1080/01932690903269784
309,C1=CC(=CC=C1C=NCCN=CC2=CC=C(C=C2)[N+](CC)(CC)CC(=O)OCCCCCCCCCC)[N+](CC)(CC)CC(=O)OCCCCCCCCCC.[Cl-].[Cl-],37.6,[77],cationic,10.1016/j.ces.2022.118208,10.1080/01932690903269784
310,C1=CC(=CC=C1C=NCCN=CC2=CC=C(C=C2)[N+](CC)(CC)CC(=O)OCCCCCCCCCCCC)[N+](CC)(CC)CC(=O)OCCCCCCCCCCCC.[Cl-].[Cl-],33.6,[77],cationic,10.1016/j.ces.2022.118208,10.1080/01932690903269784
311,C1=CC(=CC=C1C=NCCN=CC2=CC=C(C=C2)[N+](CC)(CC)CC(=O)OCCCCCCCCCCCCCCCC)[N+](CC)(CC)CC(=O)OCCCCCCCCCCCCCCCC.[Cl-].[Cl-],42.1,[77],cationic,10.1016/j.ces.2022.118208,10.1080/01932690903269784
312,C(C(=O)OCC[N+](C)(C)CCCCCCCCCCCC)CC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],37.8,[78],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2012.04.052
313,C(=O)(OCC[N+](C)(C)CCCCCCCCCCCC)C.[Br-],37.3,[78],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2012.04.052
314,C1(CCCCCCCCC)OCC(O1)C[N+](C)(C)C.[Br-],31.4,[79],cationic,10.1016/j.ces.2022.118208,10.1016/0927-7757(95)03093-S
315,C1(CCCCCCCCCCC)OCC(O1)C[N+](C)(C)C.[Br-],30.6,[79],cationic,10.1016/j.ces.2022.118208,10.1016/0927-7757(95)03093-S
316,C1(CCCCCCCCCCCCC)OCC(O1)C[N+](C)(C)C.[Br-],30.3,[79],cationic,10.1016/j.ces.2022.118208,10.1016/0927-7757(95)03093-S
317,C1(CCCCCCCC)(OCC(O1)C[N+](C)(C)C)C.[Br-],33.4,[79],cationic,10.1016/j.ces.2022.118208,10.1016/0927-7757(95)03093-S
318,C1(CCCCCCCCCC)(OCC(O1)C[N+](C)(C)C)C.[Br-],34.5,[79],cationic,10.1016/j.ces.2022.118208,10.1016/0927-7757(95)03093-S
319,C1(CCCCCC)(OCC(O1)C[N+](C)(C)C)CCCCCC.[Br-],29.2,[79],cationic,10.1016/j.ces.2022.118208,10.1016/0927-7757(95)03093-S
320,CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCN(CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC)C(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],45.0,[80],cationic,10.1016/j.ces.2022.118208,10.1021/la9048067
321,CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCN(CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC)CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],42.0,[80],cationic,10.1016/j.ces.2022.118208,10.1021/la9048067
322,C1=C(C=CC=C1)N2N(C(=C(C2=O)N=CC3=CC=C(C=C3)[N+](C)(C)CCCCCCCC)C)C.[Br-],41.3,[81],cationic,10.1016/j.ces.2022.118208,10.1016/j.ejpe.2017.05.006
323,C1=C(C=CC=C1)N2N(C(=C(C2=O)N=CC3=CC=C(C=C3)[N+](C)(C)CCCCCCCCCCCC)C)C.[Br-],39.0,[81],cationic,10.1016/j.ces.2022.118208,10.1016/j.ejpe.2017.05.006
324,C1=C(C=CC=C1)N2N(C(=C(C2=O)N=CC3=CC=C(C=C3)[N+](C)(C)CCCCCCCCCCCCCCCC)C)C.[Br-],37.0,[81],cationic,10.1016/j.ces.2022.118208,10.1016/j.ejpe.2017.05.006
325,C1=C(C=CC=C1)C=NCCC[N+](C)(C)CCCCCCCCCC.[Br-],32.9,[81],cationic,10.1016/j.ces.2022.118208,10.1016/j.ejpe.2017.05.006
326,C1=C(C=CC=C1)C=NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],31.4,[81],cationic,10.1016/j.ces.2022.118208,10.1016/j.ejpe.2017.05.006
327,C1=C(C=CC=C1)C=NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],40.0,[81],cationic,10.1016/j.ces.2022.118208,10.1016/j.ejpe.2017.05.006
328,N(CC[N+](C)(C)CCCCCCCCCC)(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],33.4,[82],cationic,10.1016/j.ces.2022.118208,10.1021/la301220y
329,N(CC[N+](C)(C)CCCCCCCCCCCC)(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],32.3,[82],cationic,10.1016/j.ces.2022.118208,10.1021/la301220y
330,N(CC[N+](C)(C)CCCCCCCCCCCCCC)(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-],32.1,[82],cationic,10.1016/j.ces.2022.118208,10.1021/la301220y
331,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],37.0,[83],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-011-1269-0
332,CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],43.0,[83],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-011-1269-0
333,CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],28.5,[83],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-011-1269-0
334,[N+](C)(C)(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC.[Br-],35.0,[84],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2015.01.050
335,[N+](C)(C)(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC.[Br-],45.0,[84],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2015.01.050
336,[N+](C)(C)(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC.[Br-],25.0,[84],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2015.01.050
337,[N+](C)(C)(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC.[Br-],25.0,[84],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2015.01.050
338,[N+](C)(C)(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC.[Br-],27.0,[84],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2015.01.050
339,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],33.8,[85],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.10.024
340,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],31.6,[85],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.10.024
341,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],34.6,[85],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.10.024
342,CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)C(NCCC[N+](CCCCCCCCCCCC)(C)C)=O.[Br-].[Br-],36.3,[86],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1752-0
343,CCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)C(NCCC[N+](CCCCCCCCCCCCCC)(C)C)=O.[Br-].[Br-],40.9,[86],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1752-0
344,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)C(NCCC[N+](CCCCCCCCCCCCCCCC)(C)C)=O.[Br-].[Br-],43.4,[86],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1752-0
345,CCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],33.8,[87],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-998-0005-7
346,CCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],29.6,[87],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-998-0005-7
347,CCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],27.3,[87],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-998-0005-7
348,CCCCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],33.5,[87],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-998-0005-7
349,CCCCCCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],39.7,[87],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-998-0005-7
350,C(CCCCCCCCCCC)[N+]1(CCCCC1)CC(=O)OCCOC(C[N+]2(CCCCC2)CCCCCCCCCCCC)=O.[Br-].[Br-],41.6,[88],cationic,10.1016/j.ces.2022.118208,10.1039/C5CP02115D
351,C(CCCCCCCCCCC)[N+]1(CCCC1)CC(=O)OCCOC(C[N+]2(CCCC2)CCCCCCCCCCCC)=O.[Br-].[Br-],40.0,[88],cationic,10.1016/j.ces.2022.118208,10.1039/C5CP02115D
352,C(CCCCCCCCCCC)[N+]1(CCOCC1)CC(=O)OCCOC(C[N+]2(CCOCC2)CCCCCCCCCCCC)=O.[Br-].[Br-],41.1,[88],cationic,10.1016/j.ces.2022.118208,10.1039/C5CP02115D
353,C(CCCCCCCCCCC)[N+](CC)(CC)CC(=O)OCCOC(C[N+](CC)(CC)CCCCCCCCCCCC)=O.[Br-].[Br-],40.9,[88],cationic,10.1016/j.ces.2022.118208,10.1039/C5CP02115D
354,CCCCCCCCCCCCCC[N+]CCO.[Br-],32.0,[89],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2018.10.100
355,CCCCCCCCCCCCCC[N+](CCO)CCO.[Br-],27.8,[89],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2018.10.100
356,CCCCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],29.6,[89],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2018.10.100
357,CCCCCCCCCCCCCC[N+](CCO)C.[Br-],30.8,[89],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2018.10.100
358,CCCCCCCCCCCCCC[N+](CCO)(C)CCO.[Br-],33.3,[89],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2018.10.100
359,CCCCCCCCCCCCCC[N+](CCO)(CC(C)O)CCO.[Br-],36.1,[89],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2018.10.100
360,CCCCCCCCCCCCCC[N+](CC(C)O)(CC(C)O)CCO.[Br-],37.7,[89],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2018.10.100
361,CCCCCCCCCCCCCC[N+](CC(C)O)(CC(C)O)CC(C)O.[Br-],37.7,[89],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2018.10.100
362,CCCCCCCCCCCCCC[N+](CCO)(CC)CC.[Br-],43.0,[90],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2014.03.037
363,CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],42.8,[91],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.01.055
364,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],46.1,[91],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.01.055
365,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],50.0,[91],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.01.055
366,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],40.4,[91],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.01.055
367,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],44.7,[91],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.01.055
368,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],44.8,[91],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.01.055
369,CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],41.0,[91],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.01.055
370,CCCCCCCC[N+](C)(C)CCOCCO.[Br-],35.9,[92],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2016.05.088
371,CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],35.0,[92],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2016.05.088
372,CCCCCCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],34.0,[92],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2016.05.088
373,CCCCCCCCCCCCCCCCOCC[N+]1=CC=CC=C1.[Cl-],46.0,[93],cationic,10.1016/j.ces.2022.118208,10.1016/0021-9797(72)90366-9
374,CCCCCCCCCCCCCCCCOCCOCC[N+]1=CC=CC=C1.[Cl-],46.5,[93],cationic,10.1016/j.ces.2022.118208,10.1016/0021-9797(72)90366-9
375,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],44.0,[93],cationic,10.1016/j.ces.2022.118208,10.1016/0021-9797(72)90366-9
376,C1=CC(=CC=C1)C=NC2=[N+](OC(=C2)C)CC(=O)OCCCCCCCCCCCC.[Br-],42.0,[94],cationic,10.1016/j.ces.2022.118208,10.1016/j.corsci.2011.06.029
377,C1=CC(=CC=C1)C=NC2=[N+](OC(=C2)C)CC(=O)OCCCCCCCCCCCCCC.[Br-],39.0,[94],cationic,10.1016/j.ces.2022.118208,10.1016/j.corsci.2011.06.029
378,C1=CC(=CC=C1)C=NC2=[N+](OC(=C2)C)CC(=O)OCCCCCCCCCCCCCCCC.[Br-],37.8,[94],cationic,10.1016/j.ces.2022.118208,10.1016/j.corsci.2011.06.029
379,C1=CC(=CC=C1)C=NC2=[N+](OC(=C2)C)CC(=O)OCCCCCCCCCCCCCCCCCC.[Br-],36.5,[94],cationic,10.1016/j.ces.2022.118208,10.1016/j.corsci.2011.06.029
380,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCC)OC)OC)OC)COC.[Br-],37.8,[95],cationic,10.1016/j.ces.2022.118208,10.1021/jo051579s
381,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCCCCCC)OC)OC)OC)COC.[Br-],37.0,[95],cationic,10.1016/j.ces.2022.118208,10.1021/jo051579s
382,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCCCCCCCCCC)OC)OC)OC)COC.[Br-],35.1,[95],cationic,10.1016/j.ces.2022.118208,10.1021/jo051579s
383,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCCCCCC)O)O)O)CO.[Br-],39.0,[95],cationic,10.1016/j.ces.2022.118208,10.1021/jo051579s
384,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCCCCCCCCCC)O)O)O)CO.[Br-],39.1,[95],cationic,10.1016/j.ces.2022.118208,10.1021/jo051579s
